timestamp,device_id,file_ops,process_creations,registry_edits,network_calls,avg_entropy,autorun_present,macro_exec,signed_binary,sandbox_score,label
1734361514,USB-6487,93,9,5,16,7.720704791369265,1,0,0,1.0,1
1734361515,USB-5903,9,2,0,1,6.571539985848505,0,0,1,0.323070206742093,0
1734361516,USB-1133,13,0,0,9,4.838042069208635,0,0,1,0.34302526380413567,0
1734361517,USB-2660,12,0,1,2,4.784976003842269,0,0,1,0.43584161882939343,0
1734361518,USB-9339,74,10,10,11,6.865460841817563,1,1,0,1.0,1
1734361519,USB-8368,6,2,1,1,5.213548444550164,0,0,1,0.6358278195316778,0
1734361520,USB-3776,72,7,9,18,6.916845483463602,0,0,1,1.0,1
1734361521,USB-7595,9,2,0,7,4.843005367174999,0,0,1,0.6447322924923844,0
1734361522,USB-4536,10,2,2,2,4.653331982049877,0,0,1,0.375438587980341,0
1734361523,USB-5700,83,2,8,18,6.668924658974229,0,0,0,1.0,1
1734361524,USB-8952,70,5,6,14,5.879373200140988,1,1,0,1.0,1
1734361525,USB-4124,92,6,3,11,5.762863642441724,1,1,1,1.0,1
1734361526,USB-5679,10,0,0,2,5.545337326603528,0,0,1,0.5382345204117743,0
1734361527,USB-8350,7,1,0,3,4.909019172810738,0,0,0,0.4257509979879954,0
1734361528,USB-9365,84,8,6,20,7.816645654701052,1,1,0,1.0,1
1734361529,USB-2889,80,4,5,13,7.159307640975011,0,0,1,1.0,1
1734361530,USB-6761,73,11,1,13,7.412903587352043,1,0,0,1.0,1
1734361531,USB-3089,67,7,6,21,7.402576283535398,0,1,0,1.0,1
1734361532,USB-3621,7,0,0,3,5.630353766433391,0,0,0,0.08328002342075286,0
1734361533,USB-7548,75,5,3,13,6.963773966801852,1,1,1,1.0,1
1734361534,USB-7743,9,2,0,6,4.498630538547259,0,0,1,0.48152564648772134,0
1734361535,USB-1009,8,0,3,5,5.531364787584459,0,0,0,0.8165136950899998,0
1734361536,USB-1354,7,2,0,5,4.453053477388365,0,0,0,0.4494933992434552,0
1734361537,USB-4240,11,2,2,4,6.204216952089462,0,0,1,0.788649958650121,0
1734361538,USB-9579,11,2,0,3,4.809955105233179,0,0,1,0.517996706774348,0
1734361539,USB-3629,16,1,1,5,6.14057334233107,0,0,1,0.7889534621732928,0
1734361540,USB-9531,13,0,1,3,5.201121812778631,0,0,1,0.5034828630394456,0
1734361541,USB-3344,8,1,0,4,4.055217159566859,0,0,1,0.487457346099446,0
1734361542,USB-9103,78,9,4,12,6.645198983399761,0,0,1,1.0,1
1734361543,USB-5230,11,4,0,3,5.5899043675789635,0,0,1,0.5293407930344534,0
1734361544,USB-8750,64,5,6,17,7.157822649104022,0,0,0,1.0,1
1734361545,USB-2647,72,3,3,14,5.427408118548442,1,0,0,1.0,1
1734361546,USB-5245,67,11,6,13,6.518209325243406,1,1,0,1.0,1
1734361547,USB-8905,64,5,2,14,5.687419674087149,0,1,0,1.0,1
1734361548,USB-2856,9,0,2,4,5.602401895146656,0,0,1,0.5001469201274086,0
1734361549,USB-5545,75,5,8,17,7.457056884755414,1,0,0,1.0,1
1734361550,USB-2675,9,0,1,1,5.29833276463794,0,0,1,0.18789504458387732,0
1734361551,USB-4984,13,2,1,2,5.9256706067972695,0,0,1,0.5222771080437794,0
1734361552,USB-2851,7,2,0,4,4.429912431416979,0,0,1,0.5062233009043586,0
1734361553,USB-3265,87,8,7,18,6.124155204544736,1,0,0,1.0,1
1734361554,USB-8737,83,5,6,17,7.452395973238707,0,1,1,1.0,1
1734361555,USB-8332,5,3,1,6,5.126261761113804,0,0,1,0.7157427822874854,0
1734361556,USB-3469,10,2,1,4,5.551698578181432,0,0,1,0.6078023325082574,0
1734361557,USB-7029,13,1,1,6,4.947647574665479,0,0,1,0.7801356250355462,0
1734361558,USB-3884,77,3,3,10,6.761998441775721,0,0,0,1.0,1
1734361559,USB-5474,89,7,7,14,6.730365376411561,1,0,0,1.0,1
1734361560,USB-1078,6,1,1,5,5.859795491484253,0,0,1,0.6426239049516123,0
1734361561,USB-7464,93,1,5,13,7.042378421967795,0,0,0,1.0,1
1734361562,USB-2542,8,2,0,5,5.4309322114834355,0,0,1,0.33477707743675567,0
1734361563,USB-8818,8,1,0,5,5.530806802917958,0,0,1,0.5151580180589483,0
1734361564,USB-8904,76,7,4,15,6.711326813516163,1,0,0,1.0,1
1734361565,USB-3107,12,1,0,3,5.241353080727167,0,0,1,0.6276385111586863,0
1734361566,USB-7487,8,3,2,4,4.672146306089277,0,0,1,0.6687582042857473,0
1734361567,USB-2892,13,1,1,1,4.023774685990983,0,0,1,0.4351985033009074,0
1734361568,USB-8026,11,0,1,5,5.726637736975716,0,0,1,0.7888842446259022,0
1734361569,USB-4970,9,1,0,2,6.765776312921165,0,0,0,0.49750236337811143,0
1734361570,USB-5898,3,0,1,2,5.277378669625584,0,0,0,0.14542340254672595,0
1734361571,USB-3434,100,11,5,12,7.3227866992771276,0,1,0,1.0,1
1734361572,USB-2329,10,2,0,2,5.506235859340484,0,0,1,0.5843610817624878,0
1734361573,USB-4478,14,1,2,5,5.422769899828585,0,0,1,1.0,0
1734361574,USB-1074,7,1,1,3,4.490677131469313,0,0,0,0.6105517287332525,0
1734361575,USB-3777,74,8,4,12,6.882067907971543,1,0,0,1.0,1
1734361576,USB-5274,77,4,9,15,7.809804029371163,1,1,0,1.0,1
1734361577,USB-9275,12,0,0,3,5.025188751925526,0,0,1,0.6890156249393606,0
1734361578,USB-5284,75,3,3,17,5.87232562816413,1,1,1,1.0,1
1734361579,USB-8085,8,1,0,1,4.99611749002294,0,0,1,0.27755071441048806,0
1734361580,USB-2794,4,1,1,3,4.629132973272708,0,0,1,0.43116981188940195,0
1734361581,USB-1661,9,1,0,0,6.2711477851400765,0,0,1,0.4528426633132131,0
1734361582,USB-6781,75,2,5,13,7.694484677365388,1,1,1,1.0,1
1734361583,USB-2426,16,1,0,3,5.136106017625359,0,0,1,0.5942147353537133,0
1734361584,USB-5111,10,0,0,5,5.962785513366071,0,0,1,0.21484178707592613,0
1734361585,USB-6815,78,7,4,16,6.518140918293152,0,0,0,1.0,1
1734361586,USB-5562,80,4,9,19,6.979869739350351,0,0,0,1.0,1
1734361587,USB-4909,9,0,1,4,6.04649257402338,0,0,1,0.5271624432949945,0
1734361588,USB-5121,9,3,1,7,5.629603849768129,0,0,0,0.7058457101502614,0
1734361589,USB-1813,11,2,2,2,6.427234021940289,0,0,1,0.8193428355067993,0
1734361590,USB-7133,11,1,0,4,4.7382569826681165,0,0,1,0.5101854735214947,0
1734361591,USB-4318,12,0,0,5,5.456917222250731,0,0,1,0.3522989393897601,0
1734361592,USB-1565,13,1,1,4,5.687017831530109,0,0,1,0.5550752130131327,0
1734361593,USB-7340,10,0,1,3,4.792343250562715,0,0,0,0.3818285272315207,0
1734361594,USB-3824,6,1,0,3,5.106607092993857,0,0,1,0.135931679943122,0
1734361595,USB-3738,84,7,6,12,6.71473352868733,0,1,0,1.0,1
1734361596,USB-7630,10,2,0,4,6.204385008851912,0,0,1,0.3334558579146716,0
1734361597,USB-8282,75,7,5,15,6.961423179906412,1,0,0,1.0,1
1734361598,USB-2625,14,1,0,2,4.472362589481119,0,0,0,0.6539801014233126,0
1734361599,USB-8830,18,1,1,6,6.0610044139904025,0,0,1,0.6255056638199827,0
1734361600,USB-1611,7,1,0,6,4.78237168628398,0,0,1,0.3893415992850719,0
1734361601,USB-8005,8,0,1,0,4.831178549490544,0,0,1,0.36100010439398456,0
1734361602,USB-2597,4,3,1,2,5.1934753595528385,0,0,1,0.4302378156408067,0
1734361603,USB-8076,78,4,7,21,6.850309656523229,1,0,0,1.0,1
1734361604,USB-6997,13,0,0,7,5.212169669243718,0,0,0,0.4435089885121727,0
1734361605,USB-3044,7,3,2,2,5.096282671909579,0,0,1,0.43835329234962467,0
1734361606,USB-2566,7,2,0,1,6.0128881815927455,0,0,1,0.2787389193248233,0
1734361607,USB-3571,10,3,1,3,5.658742939530371,0,0,0,0.550255928966009,0
1734361608,USB-1786,87,6,5,10,7.700892105503007,0,0,1,1.0,1
1734361609,USB-8895,13,1,0,4,4.2587183315221075,0,0,1,0.1946040492343123,0
1734361610,USB-5997,9,1,0,3,5.598484509596773,0,0,1,0.31342196468084316,0
1734361611,USB-2493,88,7,4,14,7.161876045512659,0,0,0,1.0,1
1734361612,USB-5457,9,1,0,5,5.038642827943184,0,0,1,0.44515616996939245,0
1734361613,USB-9056,14,0,1,4,5.464967881873284,0,0,1,0.18158879760698232,0
1734361614,USB-8683,73,7,4,14,7.771923409610683,1,1,1,1.0,1
1734361615,USB-8475,9,3,0,1,5.244251124490022,0,0,1,0.3526310172880444,0
1734361616,USB-3130,12,2,0,1,5.3483952519210956,0,0,1,0.4870270424947435,0
1734361617,USB-2210,15,0,1,3,4.178073528328994,0,0,0,0.45645309531927475,0
1734361618,USB-8661,73,10,4,16,7.40744248378424,0,0,0,1.0,1
1734361619,USB-6159,11,0,1,2,6.1675589795497965,0,0,1,0.3134897770351867,0
1734361620,USB-1366,5,2,3,2,4.8111827825336935,1,0,1,0.6260945782738001,0
1734361621,USB-4065,10,0,0,3,5.081340610725367,0,0,1,0.33198120476913945,0
1734361622,USB-5479,76,6,5,14,7.642764795202581,0,1,0,1.0,1
1734361623,USB-2638,80,4,10,23,6.810504692034194,0,0,0,1.0,1
1734361624,USB-4348,83,7,6,12,6.188474587131381,0,0,1,1.0,1
1734361625,USB-3875,96,9,6,16,7.0863452050499065,1,0,0,1.0,1
1734361626,USB-5615,63,10,3,3,7.395788150813562,0,1,0,1.0,1
1734361627,USB-5810,81,4,7,13,6.414420240889255,0,0,0,1.0,1
1734361628,USB-9722,88,4,5,18,6.81750389322265,0,0,0,1.0,1
1734361629,USB-6420,8,2,1,4,5.276485819152272,0,0,1,0.4886602286528505,0
1734361630,USB-7455,74,5,8,15,7.385748651180624,1,0,0,1.0,1
1734361631,USB-7657,12,2,0,1,5.1486217369624585,0,0,1,0.3536840226256248,0
1734361632,USB-9012,8,0,0,1,4.964582321914319,0,0,1,0.22269529615504163,0
1734361633,USB-1247,8,0,0,2,4.987511793530857,0,0,1,0.15801531273766134,0
1734361634,USB-2080,13,3,0,1,4.1231726415744525,0,0,1,0.6331541489489098,0
1734361635,USB-2581,9,2,0,1,5.72028104873071,0,0,1,0.41052395296571886,0
1734361636,USB-4882,90,6,6,15,7.100643201119666,0,1,0,1.0,1
1734361637,USB-3718,9,1,1,2,5.207768858979143,0,0,1,0.49308187900200645,0
1734361638,USB-5709,9,1,2,4,4.793519755822998,0,0,1,0.3666165329605432,0
1734361639,USB-2382,9,1,0,0,5.775502285370584,0,0,1,0.5606867587735107,0
1734361640,USB-5904,73,5,4,17,6.52278860573805,0,0,0,1.0,1
1734361641,USB-2174,12,4,0,3,4.0870187636854745,0,0,1,0.5883235235491432,0
1734361642,USB-1697,10,0,0,3,5.35977754835911,0,0,1,0.14838997003505716,0
1734361643,USB-3871,79,6,5,13,6.6656184839535,1,0,0,1.0,1
1734361644,USB-1145,81,5,4,13,6.27272762276491,1,0,0,1.0,1
1734361645,USB-9989,12,4,0,2,5.41717141889775,0,0,1,0.2672922405872697,0
1734361646,USB-8309,79,3,5,11,5.731202075544895,1,1,0,1.0,1
1734361647,USB-7083,80,6,4,8,7.034447453730554,1,1,0,1.0,1
1734361648,USB-5341,9,3,1,2,4.33716001309545,0,0,0,0.6526415859187028,0
1734361649,USB-7817,72,7,5,9,6.667020085506485,1,1,0,1.0,1
1734361650,USB-3305,61,8,7,18,7.744183292280407,0,0,0,1.0,1
1734361651,USB-9718,16,1,0,2,5.291920951641713,0,0,0,0.745775856601441,0
1734361652,USB-2418,67,6,5,16,7.747299798279103,0,0,0,1.0,1
1734361653,USB-9496,13,1,1,3,5.91257586718711,0,0,1,0.5648617256056209,0
1734361654,USB-9890,84,3,6,10,6.051139670785395,1,1,0,1.0,1
1734361655,USB-8836,10,1,2,2,5.161067984213312,0,0,1,0.7381886460223848,0
1734361656,USB-7213,80,5,7,11,5.655421236185365,0,0,0,1.0,1
1734361657,USB-7991,6,0,1,2,5.513848262689459,0,0,1,0.5949503825502264,0
1734361658,USB-8036,8,0,0,5,5.685202756915532,0,0,0,0.3112863225096403,0
1734361659,USB-4895,16,3,1,6,4.780672087846262,1,0,1,0.6869933157028166,0
1734361660,USB-7387,9,1,0,1,5.350978524947331,0,0,1,0.5124056116068054,0
1734361661,USB-3352,8,3,2,2,4.9627266987089556,0,0,0,0.6704993745105433,0
1734361662,USB-5949,14,2,1,2,4.971587942373129,0,0,1,0.598795747508829,0
1734361663,USB-1945,70,6,3,14,5.953463865203983,1,1,0,1.0,1
1734361664,USB-2365,71,11,2,11,6.73884215673912,0,0,1,1.0,1
1734361665,USB-3486,7,2,2,4,4.292792206289999,0,0,1,0.788079152793334,0
1734361666,USB-4776,74,7,5,11,6.509436791805797,0,0,0,1.0,1
1734361667,USB-6752,9,0,0,3,4.853015526082853,0,0,1,0.3043039586368914,0
1734361668,USB-6675,10,2,1,4,6.521305984690873,0,0,0,0.4411770191058916,0
1734361669,USB-9565,79,6,7,16,6.312757819502032,0,1,0,1.0,1
1734361670,USB-8526,70,9,7,18,6.673085225110378,0,0,1,1.0,1
1734361671,USB-8373,6,0,1,1,5.231309919265715,0,0,1,0.4274173285271217,0
1734361672,USB-9701,6,2,0,3,4.948819236784349,0,0,1,0.5445953312998013,0
1734361673,USB-9804,83,5,3,9,6.844628306655323,0,0,0,1.0,1
1734361674,USB-5887,90,2,2,18,7.540672085001599,0,0,1,1.0,1
1734361675,USB-9855,11,0,1,1,6.164274049771681,0,0,1,0.5382335665544947,0
1734361676,USB-8461,5,1,0,7,7.1467002360377485,0,0,0,0.597612489718496,0
1734361677,USB-1297,8,2,0,6,5.074466707066513,0,1,0,0.5236994092290089,0
1734361678,USB-1727,75,6,1,28,5.418158012763778,0,1,0,1.0,1
1734361679,USB-4156,9,1,0,4,6.191941206520839,0,0,1,0.16149888889144137,0
1734361680,USB-1197,12,1,0,2,4.693624183360595,0,0,1,0.6810223509206061,0
1734361681,USB-3385,12,0,1,0,4.62858639137107,0,0,1,0.3759525177564032,0
1734361682,USB-3075,73,8,5,14,5.455451788251193,1,0,0,1.0,1
1734361683,USB-2053,9,1,1,2,6.419373683916444,0,0,1,0.440668153596661,0
1734361684,USB-1610,78,8,10,9,8.0,0,1,1,1.0,1
1734361685,USB-4490,11,2,2,3,5.522066600476136,0,0,1,0.2859328897295163,0
1734361686,USB-7860,5,2,1,6,6.089557203110765,0,0,1,0.6051247394329459,0
1734361687,USB-9136,53,4,5,16,7.22978855582034,0,1,1,1.0,1
1734361688,USB-7361,88,7,7,4,6.2968979616540794,1,0,0,1.0,1
1734361689,USB-3645,79,10,5,12,6.807729261825348,1,1,1,1.0,1
1734361690,USB-3197,87,7,9,11,7.186885019693536,0,1,0,1.0,1
1734361691,USB-5316,14,4,1,2,5.653285051299323,0,0,1,0.7820574797045996,0
1734361692,USB-1928,79,10,4,20,7.651380438412333,1,1,1,1.0,1
1734361693,USB-6117,99,8,8,18,6.511541890475943,1,1,0,1.0,1
1734361694,USB-9145,8,2,0,5,4.950812286702624,0,0,1,0.6145016079420345,0
1734361695,USB-3456,80,7,2,14,6.79747615882283,0,0,0,1.0,1
1734361696,USB-4739,11,1,0,3,5.334068896678619,0,0,1,0.5438310479854427,0
1734361697,USB-5613,9,1,0,1,5.644124719643758,0,0,1,0.1482549331355726,0
1734361698,USB-1302,8,1,0,6,4.253248128066363,0,0,1,0.2592718604258554,0
1734361699,USB-9240,83,5,6,14,6.9998708963238725,0,1,0,1.0,1
1734361700,USB-1151,90,12,4,12,7.418380587360369,1,0,0,1.0,1
1734361701,USB-7458,99,9,4,19,7.021016239706187,0,0,0,1.0,1
1734361702,USB-7700,16,0,2,1,5.006557048507683,0,0,0,0.4220536854621978,0
1734361703,USB-8375,79,9,2,19,7.000637923707538,0,0,0,1.0,1
1734361704,USB-4743,7,0,0,3,4.453868463145115,0,0,1,0.22579733122705203,0
1734361705,USB-3255,6,2,1,2,5.31601543391785,0,0,1,0.4653209036189891,0
1734361706,USB-5240,81,6,4,13,7.264123973774296,0,0,0,1.0,1
1734361707,USB-2991,14,1,0,3,5.532452404810369,0,0,0,0.43591487553367564,0
1734361708,USB-3261,78,9,6,22,6.0277917313894225,1,1,0,1.0,1
1734361709,USB-8761,10,2,1,2,5.289121779012723,0,0,0,0.48724068539803095,0
1734361710,USB-1311,8,0,0,2,4.165879544858836,0,0,1,0.48656343424615894,0
1734361711,USB-4782,12,0,1,4,4.848979133722219,0,0,1,0.6607625015677385,0
1734361712,USB-1803,6,0,2,3,4.607167385654228,0,1,1,0.415574911362361,0
1734361713,USB-5163,9,3,2,0,5.431154234785524,0,0,0,0.5603525218178177,0
1734361714,USB-1473,12,2,1,2,4.806903995097228,0,0,0,0.47837079333016885,0
1734361715,USB-7009,80,10,7,16,7.0898533787076055,1,0,0,1.0,1
1734361716,USB-3776,12,0,0,2,5.382373805343575,0,0,1,0.7273389797451726,0
1734361717,USB-4001,78,8,5,11,5.8931765401736245,0,0,0,1.0,1
1734361718,USB-5591,8,2,1,4,3.978947753408865,0,0,1,0.6593876576223366,0
1734361719,USB-1508,7,0,1,1,5.053924741873446,0,0,1,0.4832088267622303,0
1734361720,USB-5457,11,1,0,3,5.3825825372435885,0,0,1,0.395825356192934,0
1734361721,USB-6666,20,2,0,3,5.557512347342022,1,0,1,0.5146412053661209,0
1734361722,USB-2927,11,2,0,6,5.145559066739943,0,0,1,0.5316910256349376,0
1734361723,USB-7280,5,1,0,8,6.102605600959753,0,0,0,0.4975595135791233,0
1734361724,USB-9774,10,4,2,1,5.543115664899999,0,0,1,0.5477922127317545,0
1734361725,USB-6505,82,3,10,15,6.428265352257164,1,0,0,1.0,1
1734361726,USB-3562,14,0,1,3,4.841438721514719,0,0,1,0.5116995291635559,0
1734361727,USB-6035,12,0,0,1,4.023077427693185,0,0,0,0.6689059453254245,0
1734361728,USB-7404,97,5,4,14,6.516924646020701,1,0,0,1.0,1
1734361729,USB-5880,11,1,3,2,5.67674126633525,0,0,1,0.6642535596686754,0
1734361730,USB-4885,9,1,0,3,4.996269530502382,0,0,1,0.3746637777279245,0
1734361731,USB-4633,16,0,0,3,5.246016913055731,0,0,1,0.2316008173619975,0
1734361732,USB-6531,9,1,0,3,6.726489945987799,0,0,1,0.29392111974860663,0
1734361733,USB-7909,11,2,1,7,5.170628785857786,0,0,1,0.6933484789024598,0
1734361734,USB-1124,7,4,1,2,4.725649314713007,0,0,1,0.604730436891472,0
1734361735,USB-4564,8,1,0,2,4.949149837319758,0,0,1,0.30682169406201293,0
1734361736,USB-1928,83,9,6,16,8.0,1,1,1,1.0,1
1734361737,USB-3633,12,0,1,2,5.030632296330233,0,0,0,0.36774005847740776,0
1734361738,USB-5542,6,0,1,8,5.429789493137605,0,0,1,0.37847210855518687,0
1734361739,USB-5445,9,0,0,2,5.894487144214072,0,0,1,0.5148035825728441,0
1734361740,USB-2096,12,5,1,3,5.337882210438205,0,0,1,0.7229467467549737,0
1734361741,USB-2063,72,2,9,19,5.971170241060822,1,0,0,1.0,1
1734361742,USB-6795,64,7,2,18,5.972539767366833,1,0,0,1.0,1
1734361743,USB-7322,7,0,1,2,4.303569855842786,0,0,1,0.27755772331365236,0
1734361744,USB-3974,8,1,0,3,4.381340863682562,0,0,0,0.39681620709067295,0
1734361745,USB-1558,11,2,0,4,5.904672475314859,0,0,1,0.13635894875045218,0
1734361746,USB-8188,13,2,0,4,4.02929505026998,0,0,1,0.4947204232507199,0
1734361747,USB-8505,85,5,4,20,6.785738310009385,0,0,0,1.0,1
1734361748,USB-2743,84,10,4,10,6.668391140745983,1,0,0,1.0,1
1734361749,USB-4792,11,2,1,4,5.6180939383257575,0,0,1,0.4824700873361992,0
1734361750,USB-7804,99,10,3,7,6.478172128532281,1,0,0,1.0,1
1734361751,USB-8809,59,8,1,18,6.9304661706410124,1,0,1,1.0,1
1734361752,USB-5129,91,2,4,21,7.0534239045139175,0,0,0,1.0,1
1734361753,USB-5634,106,8,3,14,4.934364880855449,1,1,0,1.0,1
1734361754,USB-4878,13,0,1,7,5.153675081357966,0,0,1,0.5320778132240236,0
1734361755,USB-1473,89,3,6,8,8.0,1,1,1,1.0,1
1734361756,USB-2150,82,6,4,24,6.830595626235123,1,1,0,1.0,1
1734361757,USB-4560,69,8,3,15,6.731854637923024,0,1,1,1.0,1
1734361758,USB-5092,74,7,6,11,7.3110127550237385,1,0,0,1.0,1
1734361759,USB-9979,6,2,0,6,5.6814603689604875,0,0,1,0.6326419781686979,0
1734361760,USB-6893,12,1,2,5,5.508868948482616,0,0,1,0.2785596142955675,0
1734361761,USB-9088,10,0,0,1,5.085817017766863,0,0,1,0.5171812069536456,0
1734361762,USB-2226,13,1,1,3,5.215215386890105,0,0,0,0.553147813255588,0
1734361763,USB-9677,8,0,1,4,4.906885111210229,0,0,1,0.518315738494271,0
1734361764,USB-1677,10,5,1,1,5.184649559340701,0,0,1,0.5247114581031805,0
1734361765,USB-9803,92,1,9,19,6.44051821406156,0,1,0,1.0,1
1734361766,USB-2805,6,1,0,1,5.902423429084711,0,0,1,0.29771475077226095,0
1734361767,USB-1663,78,6,2,15,8.0,1,0,0,1.0,1
1734361768,USB-7672,12,2,0,2,4.8106043786632755,0,0,0,0.6480173290051482,0
1734361769,USB-9887,79,10,8,17,7.00301427963015,0,1,0,1.0,1
1734361770,USB-2651,12,1,2,4,4.404047953878586,0,0,1,0.5914368474464421,0
1734361771,USB-8282,9,1,2,4,4.580884798576688,0,0,1,0.6997018270622358,0
1734361772,USB-8311,11,2,0,1,5.288122993837537,1,0,1,0.6455959409278609,0
1734361773,USB-2824,7,0,0,2,5.711168310628964,0,0,1,0.0,0
1734361774,USB-8242,9,0,0,3,5.813714078717821,0,0,1,0.34147753685318893,0
1734361775,USB-6842,11,3,0,1,5.624694794251576,0,0,1,0.6599573886449197,0
1734361776,USB-2793,8,2,0,1,5.034925020249172,0,0,1,0.3605534790396501,0
1734361777,USB-8994,10,2,0,2,4.298476826100403,0,0,1,0.4573737296551783,0
1734361778,USB-4068,5,1,0,4,5.308376803794822,0,0,1,0.3211291097744968,0
1734361779,USB-4281,87,9,5,18,7.145583770583617,0,1,1,1.0,1
1734361780,USB-7277,7,1,1,2,5.421822998985211,0,0,1,0.41519565992929935,0
1734361781,USB-3214,10,0,1,2,4.49507861367607,0,0,1,0.5653501288097291,0
1734361782,USB-4019,90,9,3,19,5.636244373495673,1,0,0,1.0,1
1734361783,USB-6285,8,1,0,1,4.794902247446466,0,0,0,0.11163902920779001,0
1734361784,USB-7321,75,6,4,15,6.656608316185848,1,0,1,1.0,1
1734361785,USB-7317,90,3,2,20,6.679339624427328,0,0,1,1.0,1
1734361786,USB-7347,9,0,0,6,5.434368979450463,0,0,1,0.3039923652435853,0
1734361787,USB-9606,71,6,1,11,6.450161710393746,0,0,0,1.0,1
1734361788,USB-4568,13,0,0,3,4.7052274257951705,0,0,1,0.350481109777255,0
1734361789,USB-2405,11,1,1,4,5.7839178945732455,0,0,1,0.4358329045827134,0
1734361790,USB-9571,7,0,0,4,5.172401872821917,0,0,1,0.5384509638708965,0
1734361791,USB-3191,13,1,2,3,7.191313327594202,0,0,1,0.560677946010931,0
1734361792,USB-2527,78,5,4,15,6.522240055982199,1,0,0,1.0,1
1734361793,USB-7979,13,2,1,3,5.2379584683958695,0,0,1,0.5311007928357994,0
1734361794,USB-6245,75,6,4,15,6.384192669863052,0,1,0,1.0,1
1734361795,USB-3244,77,8,4,9,6.123153324649277,0,0,0,1.0,1
1734361796,USB-2635,10,0,0,3,5.423964478843089,0,0,1,0.3061885129694257,0
1734361797,USB-2147,12,4,1,5,5.292725520600294,0,0,1,1.0,0
1734361798,USB-4548,9,0,2,2,5.556360541170523,0,0,1,0.5655364035826235,0
1734361799,USB-9879,84,6,2,14,7.017225598799248,0,0,0,1.0,1
1734361800,USB-2722,68,8,3,18,6.923719014973851,0,0,0,1.0,1
1734361801,USB-8950,73,6,6,5,6.6956025897046985,0,0,0,1.0,1
1734361802,USB-4575,8,2,3,6,5.045273171387175,0,0,1,1.0,0
1734361803,USB-7113,17,4,3,2,5.778548441676506,0,0,1,0.7731844144758833,0
1734361804,USB-6525,11,2,0,5,5.364680509926438,0,0,1,0.4552833708909275,0
1734361805,USB-2823,65,5,4,10,5.159138877572092,1,0,0,1.0,1
1734361806,USB-9438,74,5,5,12,7.206479832770843,1,0,0,1.0,1
1734361807,USB-9079,86,3,5,15,6.35559106269288,0,1,1,1.0,1
1734361808,USB-2072,5,1,1,4,5.168048249471551,0,0,1,0.041180554312675144,0
1734361809,USB-8405,9,0,0,3,4.4667897351470565,0,0,1,0.3340272519760082,0
1734361810,USB-6472,11,2,0,2,4.979180110241252,0,0,1,0.4788768496611158,0
1734361811,USB-7507,7,1,4,4,5.085033134300506,0,0,1,0.23430636189768922,0
1734361812,USB-3544,10,1,0,0,6.048660778501733,0,0,1,0.3281687410088981,0
1734361813,USB-7211,11,2,0,4,6.043242752722754,0,0,1,0.42138009247390984,0
1734361814,USB-3524,78,8,5,17,5.608904311796552,0,0,1,1.0,1
1734361815,USB-2669,81,9,8,16,6.436888540410725,0,0,0,1.0,1
1734361816,USB-6620,11,2,2,1,4.906351544760078,0,0,0,0.5923214930665689,0
1734361817,USB-2565,86,11,5,16,5.007522289440103,0,0,0,1.0,1
1734361818,USB-5801,107,5,6,21,7.343572459433788,1,1,0,1.0,1
1734361819,USB-9978,8,0,0,3,4.724592669687212,0,0,1,0.31571410423193524,0
1734361820,USB-6463,12,2,0,4,4.824793087535262,0,0,1,0.733163550053287,0
1734361821,USB-1223,79,13,7,16,6.326394461762505,1,0,0,1.0,1
1734361822,USB-6847,11,4,0,5,4.733180225593726,0,0,1,0.7094424156302476,0
1734361823,USB-2596,13,1,0,3,5.417383830467051,0,0,1,0.5516767732522815,0
1734361824,USB-1578,6,4,0,0,5.311173448928852,0,0,1,0.5843413190912409,0
1734361825,USB-6728,12,3,6,3,5.755561885135862,0,0,1,1.0,0
1734361826,USB-8912,10,2,0,1,5.418648181940484,0,0,1,0.21411707106779254,0
1734361827,USB-6491,81,7,2,17,8.0,1,0,0,1.0,1
1734361828,USB-6048,7,3,0,3,5.574533367065138,0,0,1,0.13820775628166232,0
1734361829,USB-4448,92,5,6,16,7.490203467464613,0,0,0,1.0,1
1734361830,USB-3420,8,2,1,2,5.803486231820376,0,0,1,0.3114434207990632,0
1734361831,USB-5210,60,7,5,11,6.755623865043006,0,1,0,1.0,1
1734361832,USB-4563,81,6,2,16,6.982680362498121,0,1,0,1.0,1
1734361833,USB-4078,12,2,0,6,4.247179074732324,0,0,0,0.7040751003021172,0
1734361834,USB-8403,84,5,9,12,6.6853867846520885,1,0,0,1.0,1
1734361835,USB-1299,11,0,1,2,7.0873848557434185,0,0,0,0.4693743410467939,0
1734361836,USB-9734,8,1,2,3,4.813115286713898,0,0,1,0.3592028482357611,0
1734361837,USB-4177,10,1,0,2,5.4347792750887125,0,0,0,0.5531350301669266,0
1734361838,USB-6018,13,1,1,4,6.013712868577295,0,0,1,0.6695483858183525,0
1734361839,USB-4944,11,1,0,5,4.565751245625742,0,0,1,0.9372587259931288,0
1734361840,USB-6983,14,0,2,7,5.458190241832545,0,0,1,0.5368595438301316,0
1734361841,USB-3690,75,4,4,17,6.414880861447386,1,0,0,1.0,1
1734361842,USB-8013,7,0,0,4,5.595949609202118,0,0,1,0.6493915967737076,0
1734361843,USB-7983,84,6,4,16,6.132981765438864,0,0,0,1.0,1
1734361844,USB-9302,9,0,0,3,5.964612138137004,0,1,1,0.5129363475405825,0
